name,x,y,z,theta_rad1,theta_rad2,theta_rad3
2011_09_26_drive_0009_sync_0000000150,0,-0.45,0,-2.32,0,0.91
2011_09_26_drive_0009_sync_0000000002,0,0.44,0,0,1.63,0
2011_09_26_drive_0009_sync_0000000118,-0.13,0,0,-3.41,-1.93,-1.45
2011_09_26_drive_0009_sync_0000000072,-0.35,-0.27,0,0,-3.83,0
2011_09_26_drive_0009_sync_0000000270,0.19,-0.11,0.18,0.78,-1.88,0
2011_09_26_drive_0009_sync_0000000268,0.14,-0.19,-0.39,0,0,0
2011_09_26_drive_0009_sync_0000000146,0.28,0,0,0,2.96,0
2011_09_26_drive_0009_sync_0000000114,0.48,0.35,0,0,0,2.82
2011_09_26_drive_0009_sync_0000000322,0,0,0,-2.6,0,0
2011_09_26_drive_0009_sync_0000000001,0,-0.2,0,0,0,0
2011_09_26_drive_0009_sync_0000000297,0,0.48,-0.42,-2.95,1.01,2.04
2011_09_26_drive_0009_sync_0000000419,0.45,-0.28,0,4.85,4.94,0
2011_09_26_drive_0009_sync_0000000331,-0.39,0,0.24,3.55,4.94,-4.48
2011_09_26_drive_0009_sync_0000000428,0.35,0,0.22,0,0,0
2011_09_26_drive_0009_sync_0000000358,-0.31,0,0,0,0,2.87
2011_09_26_drive_0009_sync_0000000119,0,0,-0.26,0,0,0
2011_09_26_drive_0009_sync_0000000124,-0.45,-0.48,-0.15,2.72,0,0
2011_09_26_drive_0009_sync_0000000210,0,0,0,0,3.27,0
2011_09_26_drive_0009_sync_0000000008,-0.48,0,0,-3.19,-1.66,0
2011_09_26_drive_0009_sync_0000000366,0.29,0.5,0,3.32,-2.61,-4.65
2011_09_26_drive_0009_sync_0000000057,0,0.16,0.28,0,2.3,0.57
2011_09_26_drive_0009_sync_0000000325,0,0,0.43,0,2.02,0
2011_09_26_drive_0009_sync_0000000348,0,0,-0.45,0,1.4,0
2011_09_26_drive_0009_sync_0000000342,-0.15,0.42,0.41,0,0,-4.2
2011_09_26_drive_0009_sync_0000000009,-0.2,0,0,0,2.16,0
2011_09_26_drive_0009_sync_0000000423,0.41,0,0.2,0,0,1.25
2011_09_26_drive_0009_sync_0000000350,0.46,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000435,-0.29,0.38,0.24,3.95,3.5,0
2011_09_26_drive_0009_sync_0000000078,-0.44,-0.12,0.11,-2.16,0,0
2011_09_26_drive_0009_sync_0000000223,0.34,0.14,-0.14,0,0,0.95
2011_09_26_drive_0009_sync_0000000302,0,0,-0.26,4.04,0,0
2011_09_26_drive_0009_sync_0000000160,0,0,0.39,0,-1.72,0
2011_09_26_drive_0009_sync_0000000004,0,-0.22,0,0,-4.56,0
2011_09_26_drive_0009_sync_0000000396,0,0.48,0,-3.8,0,0
2011_09_26_drive_0009_sync_0000000324,0,0,0.18,4.26,0,4.6
2011_09_26_drive_0009_sync_0000000014,0.42,0,0,0,-3.03,-2.93
2011_09_26_drive_0009_sync_0000000395,-0.22,0,0,2.24,0,0
2011_09_26_drive_0009_sync_0000000021,-0.23,0,-0.31,-1.65,0,3.13
2011_09_26_drive_0009_sync_0000000282,0.14,0.42,0,3.39,-3.67,3.93
2011_09_26_drive_0009_sync_0000000415,0,-0.5,-0.33,-2.47,-3.75,-1.57
2011_09_26_drive_0009_sync_0000000373,0.43,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000203,0,0.19,-0.2,0,0,0
2011_09_26_drive_0009_sync_0000000107,0,0.38,-0.35,-1.94,1.94,-4.65
2011_09_26_drive_0009_sync_0000000028,0,0,0,0,4.54,0
2011_09_26_drive_0009_sync_0000000053,0,0,0.48,0,0,0
2011_09_26_drive_0009_sync_0000000340,0.36,0,0.12,-3.42,-1.61,1.85
2011_09_26_drive_0009_sync_0000000115,0,0.21,0,0,-1.57,0
2011_09_26_drive_0009_sync_0000000244,0,0,0,0,-4.69,-3.24
2011_09_26_drive_0009_sync_0000000309,-0.43,0,0,2.98,0,0
2011_09_26_drive_0009_sync_0000000156,0,0,0,0,2.02,0
2011_09_26_drive_0009_sync_0000000208,-0.38,0,0.46,4.02,-4.8,0
2011_09_26_drive_0009_sync_0000000434,-0.4,-0.28,0.17,0,0,0
2011_09_26_drive_0009_sync_0000000200,0,0,-0.23,4.47,0,0
2011_09_26_drive_0009_sync_0000000063,-0.33,-0.2,0.14,3.05,0,-1.12
2011_09_26_drive_0009_sync_0000000227,0,0,0,0,-3.14,0
2011_09_26_drive_0009_sync_0000000279,0.26,0.36,0,1.18,-3.73,3.8
2011_09_26_drive_0009_sync_0000000067,-0.34,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000441,0,0,-0.49,0,0,0
2011_09_26_drive_0009_sync_0000000097,-0.25,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000111,-0.36,0,0,0,4.59,1.66
2011_09_26_drive_0009_sync_0000000033,-0.13,0,0,1.96,0,0
2011_09_26_drive_0009_sync_0000000031,0.45,-0.36,0,0,-2.66,3.27
2011_09_26_drive_0009_sync_0000000334,0.39,0.24,0,-1.44,2.73,0
2011_09_26_drive_0009_sync_0000000414,0.1,0.14,0.11,2.59,0,-1.25
2011_09_26_drive_0009_sync_0000000255,0,0,-0.27,-0.87,-4.04,-3.0
2011_09_26_drive_0009_sync_0000000277,0,-0.47,-0.36,4.94,4.43,0.73
2011_09_26_drive_0009_sync_0000000211,-0.14,-0.32,0,4.33,0,4.05
2011_09_26_drive_0009_sync_0000000349,0,0,0,0,0,4.62
2011_09_26_drive_0009_sync_0000000328,-0.13,0.42,-0.12,-1.64,0,3.01
2011_09_26_drive_0009_sync_0000000064,0,-0.32,0,0,-1.84,0
2011_09_26_drive_0009_sync_0000000003,-0.11,0.19,-0.39,-3.56,0,1.85
2011_09_26_drive_0009_sync_0000000205,0,0,-0.33,3.72,0,0
2011_09_26_drive_0009_sync_0000000185,-0.18,0.31,0.31,0,0.63,0.67
2011_09_26_drive_0009_sync_0000000217,0.12,0,0,0,-1.92,-2.49
2011_09_26_drive_0009_sync_0000000321,-0.47,-0.43,0,-2.16,-1.93,0
2011_09_26_drive_0009_sync_0000000181,0,0.38,0,-1.62,0,0
2011_09_26_drive_0009_sync_0000000286,0,0,0,-4.63,-2.95,0
2011_09_26_drive_0009_sync_0000000089,-0.33,0,0.2,-0.66,0,4.76
2011_09_26_drive_0009_sync_0000000201,0.42,0.12,0,-2.39,1.44,-1.74
2011_09_26_drive_0009_sync_0000000338,0,0.13,-0.44,0,-1.42,0
2011_09_26_drive_0009_sync_0000000323,0,0,0.37,0,0,0
2011_09_26_drive_0009_sync_0000000061,0,0,-0.24,0,0,-4.64
2011_09_26_drive_0009_sync_0000000046,0.28,-0.42,0,0,0,0
2011_09_26_drive_0009_sync_0000000343,0,0,-0.26,0,0,0
2011_09_26_drive_0009_sync_0000000407,0,0,0,0,2.21,1.05
2011_09_26_drive_0009_sync_0000000289,0,0,-0.2,-3.39,0,2.95
2011_09_26_drive_0009_sync_0000000345,0.24,0.1,0.22,0,0,0
2011_09_26_drive_0009_sync_0000000240,0,0,0,0,0,-3.94
2011_09_26_drive_0009_sync_0000000421,0,0,0,0,0,-3.43
2011_09_26_drive_0009_sync_0000000426,0,0,-0.18,-3.35,0,-4.66
2011_09_26_drive_0009_sync_0000000380,-0.43,0,0,-3.91,0,3.09
2011_09_26_drive_0009_sync_0000000166,0,0,0,-0.7,0,0
2011_09_26_drive_0009_sync_0000000259,0.23,0,0.21,1.35,0.57,-1.76
2011_09_26_drive_0009_sync_0000000096,0,0,0,-0.89,-4.24,-2.23
2011_09_26_drive_0009_sync_0000000127,0.17,-0.44,0,-2.47,4.24,0
2011_09_26_drive_0009_sync_0000000425,0,-0.25,0,3.47,0,0
2011_09_26_drive_0009_sync_0000000284,0,0,0.26,3.28,0,2.15
2011_09_26_drive_0009_sync_0000000139,0,0,-0.27,0,0,0
2011_09_26_drive_0009_sync_0000000430,0.46,0,0,3.43,3.86,3.43
2011_09_26_drive_0009_sync_0000000000,0,0,0,0,0,-2.55
2011_09_26_drive_0013_sync_0000000048,0.43,0,-0.31,0,0,0
2011_09_26_drive_0013_sync_0000000143,0,0.18,0.12,3.85,4.7,2.73
2011_09_26_drive_0013_sync_0000000069,0,0,0,3.19,0,0
2011_09_26_drive_0013_sync_0000000099,0,-0.12,-0.46,3.13,2.79,0
2011_09_26_drive_0013_sync_0000000010,0,-0.31,-0.23,3.36,4.9,-1.36
2011_09_26_drive_0013_sync_0000000138,-0.33,0,0.13,0,-4.33,-3.94
2011_09_26_drive_0013_sync_0000000029,0,0.28,0,0,-3.67,3.81
2011_09_26_drive_0013_sync_0000000135,0,-0.21,-0.41,-2.38,3.55,-1.22
2011_09_26_drive_0013_sync_0000000079,0.16,0,0.46,1.36,-1.19,0
2011_09_26_drive_0013_sync_0000000074,0.28,0,-0.13,2.43,-0.96,-4.95
2011_09_26_drive_0013_sync_0000000128,0.34,0,0,2.45,1.11,-4.56
2011_09_26_drive_0013_sync_0000000121,0,-0.36,0,3.63,3.87,2.12
2011_09_26_drive_0013_sync_0000000040,0,0,0.5,0,3.76,0
2011_09_26_drive_0013_sync_0000000125,0.14,-0.24,0,0,0,0
2011_09_26_drive_0013_sync_0000000090,0,-0.49,-0.29,0,3.81,-4.8
2011_09_26_drive_0013_sync_0000000017,0.41,-0.13,0.38,1.07,4.57,0
2011_09_26_drive_0013_sync_0000000095,0.46,0.46,0,1.52,0,0.59
2011_09_26_drive_0013_sync_0000000126,0.17,0,-0.19,-2.15,0,-2.35
2011_09_26_drive_0013_sync_0000000113,0,0,0,-1.94,0,0
2011_09_26_drive_0013_sync_0000000092,0.33,-0.34,-0.17,0,0.71,0
2011_09_26_drive_0013_sync_0000000103,0.25,0.46,0,-1.01,0,-3.99
2011_09_26_drive_0013_sync_0000000052,0,-0.14,-0.45,2.08,-1.15,4.21
2011_09_26_drive_0013_sync_0000000137,-0.38,0,0,0,0,4.26
2011_09_26_drive_0013_sync_0000000117,-0.5,-0.26,-0.14,-3.9,0,0
2011_09_26_drive_0013_sync_0000000142,-0.45,-0.14,0.35,3.05,4.58,0
2011_09_26_drive_0013_sync_0000000044,0,0.42,0,0,0,4.58
2011_09_26_drive_0013_sync_0000000083,0,0.26,-0.39,-1.84,0,4.66
2011_09_26_drive_0013_sync_0000000034,0.38,-0.1,0,-1.91,0,0.81
2011_09_26_drive_0013_sync_0000000123,0.35,0,0,0,0,-1.85
2011_09_26_drive_0013_sync_0000000129,-0.26,0,-0.43,0,0,0
2011_09_26_drive_0013_sync_0000000049,0,0.42,-0.34,0,0,0
2011_09_26_drive_0013_sync_0000000077,0,0,0,0,0,1.4
2011_09_26_drive_0013_sync_0000000054,-0.38,0,-0.45,0,1.12,0
2011_09_26_drive_0013_sync_0000000130,-0.39,-0.36,0.17,-3.1,0,-4.75
2011_09_26_drive_0013_sync_0000000016,-0.13,0,-0.19,4.86,-1.88,2.08
2011_09_26_drive_0013_sync_0000000105,0.29,0,0.46,0,-4.33,0
2011_09_26_drive_0013_sync_0000000055,0.32,-0.37,-0.3,3.19,-2.6,0
2011_09_26_drive_0013_sync_0000000134,0.41,-0.5,-0.12,1.21,1.16,0
2011_09_26_drive_0013_sync_0000000036,0.18,0,-0.25,1.7,0,1.69
2011_09_26_drive_0013_sync_0000000066,0,-0.38,0,2.43,0.8,0
2011_09_26_drive_0013_sync_0000000094,0.46,-0.3,0,0,-1.52,2.15
2011_09_26_drive_0013_sync_0000000035,0,-0.22,0.26,0,0,2.1
2011_09_26_drive_0013_sync_0000000050,0,0,-0.17,-3.28,3.42,0
2011_09_26_drive_0013_sync_0000000100,0,0,0,0,-4.52,0
2011_09_26_drive_0013_sync_0000000136,0,-0.12,-0.47,-2.38,-4.94,2.99
2011_09_26_drive_0013_sync_0000000041,-0.39,0.27,0,0,-4.27,0
2011_09_26_drive_0013_sync_0000000141,-0.18,0.4,-0.1,-4.61,-2.29,0
2011_09_26_drive_0013_sync_0000000084,0,-0.33,0,4.58,-2.01,-4.68
2011_09_26_drive_0013_sync_0000000042,0,0.2,-0.28,1.5,-4.09,0.55
2011_09_26_drive_0013_sync_0000000037,0,0.2,0,1.87,0.75,3.93
2011_09_26_drive_0013_sync_0000000022,0,0,0.5,0,0,0
2011_09_26_drive_0013_sync_0000000108,0,0,0.43,-3.22,0,-1.94
2011_09_26_drive_0013_sync_0000000015,0,-0.12,0,-2.98,1.41,2.9
2011_09_26_drive_0013_sync_0000000110,0.41,-0.43,-0.39,-2.78,0,3.9
2011_09_26_drive_0013_sync_0000000087,0.28,0,0,0,0,0
2011_09_26_drive_0013_sync_0000000043,0,0.36,0.29,3.63,-1.2,2.08
2011_09_26_drive_0013_sync_0000000045,0,0,0.18,0,0,0
2011_09_26_drive_0013_sync_0000000056,0,0,0,0,0,4.26
2011_09_26_drive_0013_sync_0000000006,-0.4,0,0,4.87,-2.85,-4.62
2011_09_26_drive_0013_sync_0000000020,0.45,0,0,4.28,1.05,0
2011_09_26_drive_0013_sync_0000000133,0,0.16,0,2.8,0,0
2011_09_26_drive_0013_sync_0000000132,0,0.4,0,1.39,0,0.54
2011_09_26_drive_0013_sync_0000000122,0.27,-0.18,0.16,-1.5,0,4.04
2011_09_26_drive_0013_sync_0000000038,0.27,-0.23,0.4,0.56,0,2.8
2011_09_26_drive_0013_sync_0000000070,0,0,0,4.12,0,0
2011_09_26_drive_0013_sync_0000000075,0,0,0,-2.4,1.06,0
2011_09_26_drive_0013_sync_0000000047,0,0.21,0,-0.63,0,3.28
2011_09_26_drive_0013_sync_0000000065,0,0.34,0,0,-1.43,0
2011_09_26_drive_0013_sync_0000000012,-0.38,-0.33,0.27,1.79,0,4.21
2011_09_26_drive_0013_sync_0000000071,-0.26,0,0,2.67,-1.78,-1.2
2011_09_26_drive_0013_sync_0000000013,0,0,-0.26,0,0,0
2011_09_26_drive_0013_sync_0000000019,0.4,0,-0.42,0,0,-0.58
2011_09_26_drive_0013_sync_0000000039,0,0,0.24,0,1.76,-3.68
2011_09_26_drive_0013_sync_0000000131,-0.48,0,-0.18,1.47,2.05,4.18
2011_09_26_drive_0013_sync_0000000059,0.1,0,-0.15,0,-4.78,4.62
2011_09_26_drive_0013_sync_0000000027,-0.34,0.47,0,4.66,3.3,0
2011_09_26_drive_0013_sync_0000000104,0.22,0.27,0,0.51,2.8,-4.51
2011_09_26_drive_0013_sync_0000000082,0.32,0.29,-0.19,-1.52,0,0
2011_09_26_drive_0013_sync_0000000060,-0.24,0,0,0,0,0
2011_09_26_drive_0013_sync_0000000086,0.21,-0.49,0.3,0,0.91,0
2011_09_26_drive_0013_sync_0000000116,0.26,0,0,0,0,0
2011_09_26_drive_0013_sync_0000000007,0,-0.11,0,2.21,1.52,4.88
2011_09_26_drive_0013_sync_0000000102,0,-0.22,0,0,0,-0.54
2011_09_26_drive_0013_sync_0000000120,0.18,0,0,-4.39,0,-1.34
2011_09_26_drive_0013_sync_0000000011,0.41,0,0,0,1.28,-1.37
2011_09_26_drive_0013_sync_0000000088,0,0,0.29,0,0,0
2011_09_26_drive_0013_sync_0000000076,-0.42,-0.43,0,0,-1.66,-3.83
2011_09_26_drive_0013_sync_0000000093,0.13,-0.12,0,-0.76,4.83,0.64
2011_09_26_drive_0013_sync_0000000062,0,0,0,0,0,-3.78
2011_09_26_drive_0013_sync_0000000106,0,0.47,0.11,1.55,0,-4.86
2011_09_26_drive_0013_sync_0000000080,-0.47,-0.46,0,-3.8,3.54,4.7
2011_09_26_drive_0013_sync_0000000032,0.18,0,0,0,0,-1.67
2011_09_26_drive_0013_sync_0000000026,0,0.33,0,2.38,0,0
2011_09_26_drive_0013_sync_0000000023,0.2,-0.49,-0.41,2.75,0,-4.81
2011_09_26_drive_0013_sync_0000000091,0,-0.39,0,-3.03,0,0
2011_09_26_drive_0013_sync_0000000005,-0.24,0,0,0,0,0
2011_09_26_drive_0013_sync_0000000018,-0.14,0,0.2,0,3.71,1.1
2011_09_26_drive_0013_sync_0000000109,0.4,0.28,-0.14,0,0,0
2011_09_26_drive_0013_sync_0000000101,-0.24,0.1,0,0,0,0
2011_09_26_drive_0013_sync_0000000081,0,-0.27,0,0,-1.55,0
2011_09_26_drive_0013_sync_0000000073,0.39,0,0.25,-1.27,2.37,0
2011_09_26_drive_0013_sync_0000000140,0.27,0,0.37,-1.24,4.87,-3.69
2011_09_26_drive_0013_sync_0000000098,0,0,0,2.5,2.07,0
2011_09_26_drive_0013_sync_0000000085,0.45,-0.27,-0.46,4.51,0,-4.12
2011_09_26_drive_0013_sync_0000000051,-0.32,0,0.29,-0.6,0.9,2.89
2011_09_26_drive_0013_sync_0000000068,0,-0.39,0,0,0,0
2011_09_26_drive_0013_sync_0000000025,0,0,0,-3.66,0,0
2011_09_26_drive_0013_sync_0000000024,-0.17,0,0,0,0,0
2011_09_26_drive_0013_sync_0000000030,-0.12,-0.35,0,0,0,0
2011_09_26_drive_0013_sync_0000000112,0,-0.45,0,0,0,-0.53
2011_09_26_drive_0013_sync_0000000058,0,0.29,-0.17,0,1.83,-3.23
2011_09_26_drive_0013_sync_0000000002,0.21,0,0,0,0.75,4.64
2011_09_26_drive_0013_sync_0000000118,0,0,0.22,2.56,4.87,0
2011_09_26_drive_0013_sync_0000000072,0,0,0,0,0,-1.5
2011_09_26_drive_0013_sync_0000000114,0.28,0,0.13,0,-2.71,0
2011_09_26_drive_0013_sync_0000000001,0,0,0,-4.07,0,0
2011_09_26_drive_0013_sync_0000000119,0,0,-0.19,0,0,-4.05
2011_09_26_drive_0013_sync_0000000124,0,0.47,0.15,1.87,-0.6,3.0
2011_09_26_drive_0013_sync_0000000008,0,0,0,0,0,1.21
2011_09_26_drive_0013_sync_0000000057,-0.44,0,0.34,-2.67,1.57,-4.15
2011_09_26_drive_0013_sync_0000000009,0.49,-0.2,-0.46,0,0,-4.45
2011_09_26_drive_0013_sync_0000000078,-0.33,-0.23,-0.5,-1.22,1.78,0
2011_09_26_drive_0013_sync_0000000004,-0.18,0,0,0,-3.86,0
2011_09_26_drive_0013_sync_0000000014,0,0,-0.19,-1.36,0,2.57
2011_09_26_drive_0013_sync_0000000021,0,0,-0.46,0,0,0
2011_09_26_drive_0013_sync_0000000107,0.37,0.44,-0.36,0,3.5,0
2011_09_26_drive_0013_sync_0000000028,-0.19,0.48,-0.15,3.26,1.71,0
2011_09_26_drive_0013_sync_0000000053,-0.43,-0.17,0,0,0,0
2011_09_26_drive_0013_sync_0000000115,0,0,-0.25,0,0,-4.68
2011_09_26_drive_0013_sync_0000000063,0.3,-0.44,0,0.98,0,-2.18
2011_09_26_drive_0013_sync_0000000067,0.18,0,0.2,1.76,-3.3,1.55
2011_09_26_drive_0013_sync_0000000097,0,0,0,0,0,-3.34
2011_09_26_drive_0013_sync_0000000111,0.12,0,-0.26,3.3,2.82,0
2011_09_26_drive_0013_sync_0000000033,0,-0.27,-0.1,4.97,0,0
2011_09_26_drive_0013_sync_0000000031,-0.34,-0.35,0,2.05,0,0
2011_09_26_drive_0013_sync_0000000064,0,0,0,0,1.52,0
2011_09_26_drive_0013_sync_0000000003,0,0,-0.49,0,0,0
2011_09_26_drive_0013_sync_0000000089,-0.26,0.4,-0.26,-3.92,3.45,0
2011_09_26_drive_0013_sync_0000000061,0,0,0,0.59,0,0
2011_09_26_drive_0013_sync_0000000046,0.32,0,0,0,2.92,0
2011_09_26_drive_0013_sync_0000000096,0,-0.33,-0.22,3.55,0,-1.91
2011_09_26_drive_0013_sync_0000000127,0.1,0,0,0,0,0
2011_09_26_drive_0013_sync_0000000139,0,0,0,0,0,-3.83
2011_09_26_drive_0013_sync_0000000000,0,-0.25,-0.49,3.46,-1.3,0
2011_09_26_drive_0060_sync_0000000048,0,0,0,0,0,3.47
2011_09_26_drive_0060_sync_0000000069,0.3,0,0,0,3.1,0
2011_09_26_drive_0060_sync_0000000010,0.18,-0.46,0.42,0,2.25,-3.0
2011_09_26_drive_0060_sync_0000000029,0.17,-0.24,-0.29,2.67,-2.14,0
2011_09_26_drive_0060_sync_0000000074,-0.31,0.49,-0.28,-1.99,0,1.47
2011_09_26_drive_0060_sync_0000000040,0,0,0.49,0,1.42,0
2011_09_26_drive_0060_sync_0000000017,0.36,0,0,4.41,-0.84,-1.21
2011_09_26_drive_0060_sync_0000000052,0,-0.23,0,0,0,0
2011_09_26_drive_0060_sync_0000000044,-0.47,-0.48,0,3.91,0,0
2011_09_26_drive_0060_sync_0000000034,0.14,0.46,0,0,-0.86,-1.8
2011_09_26_drive_0060_sync_0000000049,-0.13,-0.49,-0.34,0,0,-1.79
2011_09_26_drive_0060_sync_0000000077,0.33,0,0,0,0,0
2011_09_26_drive_0060_sync_0000000054,0.46,0.13,-0.4,-3.27,0,-4.79
2011_09_26_drive_0060_sync_0000000016,0,0,0,0,-0.7,0
2011_09_26_drive_0060_sync_0000000055,0,-0.17,-0.17,-2.11,0,-3.79
2011_09_26_drive_0060_sync_0000000036,0.23,0,0,0,0,0
2011_09_26_drive_0060_sync_0000000066,0,0,0,2.59,0,0
2011_09_26_drive_0060_sync_0000000035,0,0,0.28,0,2.92,-4.76
2011_09_26_drive_0060_sync_0000000050,0,0.29,0.38,-1.37,4.76,-1.08
2011_09_26_drive_0060_sync_0000000041,-0.31,0,0,4.64,0,0
2011_09_26_drive_0060_sync_0000000042,-0.43,0.12,0,4.3,-1.82,-1.95
2011_09_26_drive_0060_sync_0000000037,0,-0.45,0,0,-2.25,-0.67
2011_09_26_drive_0060_sync_0000000022,0,-0.36,-0.17,-1.92,1.6,0
2011_09_26_drive_0060_sync_0000000015,-0.37,0,0,-2.54,0,0
2011_09_26_drive_0060_sync_0000000043,0,0.28,-0.49,0,-3.99,3.28
2011_09_26_drive_0060_sync_0000000045,0,0,0,0,0,-4.26
2011_09_26_drive_0060_sync_0000000056,-0.14,0,0,4.23,-1.61,0
2011_09_26_drive_0060_sync_0000000006,0,0.34,0.11,0,-1.98,-3.49
2011_09_26_drive_0060_sync_0000000020,-0.43,0.12,0,-3.41,-1.56,0
2011_09_26_drive_0060_sync_0000000038,0.39,0.2,-0.21,-4.43,2.88,0
2011_09_26_drive_0060_sync_0000000070,0.18,-0.3,0,0,0.91,0.81
2011_09_26_drive_0060_sync_0000000075,0,0,0.2,0,-3.73,0
2011_09_26_drive_0060_sync_0000000047,0,0.3,-0.15,-0.91,3.88,-2.77
2011_09_26_drive_0060_sync_0000000065,-0.25,0,0.35,-3.6,3.14,4.77
2011_09_26_drive_0060_sync_0000000012,0,0.12,0.46,-2.84,-2.44,0
2011_09_26_drive_0060_sync_0000000071,0.4,-0.11,0,2.22,3.5,3.38
2011_09_26_drive_0060_sync_0000000013,0,0,-0.15,-3.03,3.24,-2.95
2011_09_26_drive_0060_sync_0000000019,0.28,0,0,4.99,1.86,-1.73
2011_09_26_drive_0060_sync_0000000039,-0.4,-0.46,0,0,0,-2.59
2011_09_26_drive_0060_sync_0000000059,0.3,0,-0.46,0,0,0
2011_09_26_drive_0060_sync_0000000027,0.23,-0.11,0,-4.59,0,-1.12
2011_09_26_drive_0060_sync_0000000060,-0.27,0.18,-0.2,-2.01,0,-2.09
2011_09_26_drive_0060_sync_0000000007,-0.14,0.49,-0.48,1.01,0,0
2011_09_26_drive_0060_sync_0000000011,-0.38,-0.19,0,0,1.41,0
2011_09_26_drive_0060_sync_0000000076,-0.25,0.45,0.26,0,0,0
2011_09_26_drive_0060_sync_0000000062,0.35,0,0.31,4.99,4.44,0
2011_09_26_drive_0060_sync_0000000032,0,0.2,-0.21,-4.87,3.34,0.78
2011_09_26_drive_0060_sync_0000000026,0.46,0.45,0.33,0,0,3.65
2011_09_26_drive_0060_sync_0000000023,-0.26,0,-0.47,-4.08,0,0.59
2011_09_26_drive_0060_sync_0000000005,-0.41,0.44,0.35,0,0,2.38
2011_09_26_drive_0060_sync_0000000018,0,0,0,-3.17,0,0
2011_09_26_drive_0060_sync_0000000073,0,0,0,0,0,-4.24
2011_09_26_drive_0060_sync_0000000051,0,-0.3,0,0,3.12,0
2011_09_26_drive_0060_sync_0000000068,0.38,0,-0.18,-4.72,-1.19,0.86
2011_09_26_drive_0060_sync_0000000025,0,-0.36,-0.46,3.31,1.64,-3.09
2011_09_26_drive_0060_sync_0000000024,0,0.28,-0.1,4.75,-1.29,-1.31
2011_09_26_drive_0060_sync_0000000030,0,0,0.49,0,0,0
2011_09_26_drive_0060_sync_0000000058,0.24,0.18,-0.24,0,0,-3.13
2011_09_26_drive_0060_sync_0000000002,-0.16,-0.11,0.45,-1.73,0,1.11
2011_09_26_drive_0060_sync_0000000072,0.2,0,0,-4.61,0,-2.82
2011_09_26_drive_0060_sync_0000000001,0,0,0,0,0,-2.74
2011_09_26_drive_0060_sync_0000000008,0,-0.43,0,0,0,-3.68
2011_09_26_drive_0060_sync_0000000057,0,-0.3,0,3.79,0,0
2011_09_26_drive_0060_sync_0000000009,0.42,0,0,0,0,4.03
2011_09_26_drive_0060_sync_0000000004,0,0,-0.24,0,0,1.91
2011_09_26_drive_0060_sync_0000000014,0.32,0,0,0,0,0
2011_09_26_drive_0060_sync_0000000021,0,-0.31,0.33,-3.09,3.29,0
2011_09_26_drive_0060_sync_0000000028,0.18,-0.36,0,-2.08,2.61,-2.51
2011_09_26_drive_0060_sync_0000000053,0,0.43,0.37,1.0,0,0
2011_09_26_drive_0060_sync_0000000063,0.45,0,0,0,0,0
2011_09_26_drive_0060_sync_0000000067,0,0,-0.27,0,0,0
2011_09_26_drive_0060_sync_0000000033,0.3,-0.3,0,-4.71,0,0
2011_09_26_drive_0060_sync_0000000031,0,-0.27,0.41,4.34,2.24,-3.38
2011_09_26_drive_0060_sync_0000000064,0,0,0,0,3.35,-2.47
2011_09_26_drive_0060_sync_0000000003,0,0,-0.48,-0.89,-3.06,-2.47
2011_09_26_drive_0060_sync_0000000061,0.19,-0.43,0,-3.91,2.82,0
2011_09_26_drive_0060_sync_0000000046,0,-0.38,0,-4.5,0,0
2011_09_26_drive_0060_sync_0000000000,0,0,0,2.08,-2.78,0
2011_09_26_drive_0106_sync_0000000221,0.43,0,-0.26,-3.3,0,-4.44
2011_09_26_drive_0106_sync_0000000048,-0.13,0,0,0,0,0
2011_09_26_drive_0106_sync_0000000195,-0.1,0.38,-0.41,-4.07,0,2.01
2011_09_26_drive_0106_sync_0000000143,0,-0.26,0,0,0,-0.6
2011_09_26_drive_0106_sync_0000000069,0,-0.18,0,0,0,0
2011_09_26_drive_0106_sync_0000000099,0,-0.2,0.28,-1.66,-2.79,-2.86
2011_09_26_drive_0106_sync_0000000220,0,0,0,0,0,-1.74
2011_09_26_drive_0106_sync_0000000218,0,0,-0.19,2.49,0,4.19
2011_09_26_drive_0106_sync_0000000010,-0.21,-0.37,-0.18,0,-1.4,3.96
2011_09_26_drive_0106_sync_0000000159,0,0,0.43,0,2.1,-3.69
2011_09_26_drive_0106_sync_0000000138,-0.14,-0.34,-0.35,2.74,0,-2.12
2011_09_26_drive_0106_sync_0000000165,0.28,0.24,0,0,2.79,0
2011_09_26_drive_0106_sync_0000000226,0.33,0,-0.13,-1.91,2.01,0
2011_09_26_drive_0106_sync_0000000173,-0.33,0,0.4,2.15,-1.19,0
2011_09_26_drive_0106_sync_0000000153,0,0,0,0,0,-0.65
2011_09_26_drive_0106_sync_0000000029,-0.36,-0.44,-0.34,0,-1.76,-2.51
2011_09_26_drive_0106_sync_0000000135,0.48,0,0,-1.5,0,0
2011_09_26_drive_0106_sync_0000000176,0.13,0,0,0,0,4.21
2011_09_26_drive_0106_sync_0000000079,0,0,0,0,0,-1.44
2011_09_26_drive_0106_sync_0000000074,0,0,-0.36,0,0,0
2011_09_26_drive_0106_sync_0000000128,0,-0.42,-0.4,-2.12,-2.9,1.81
